PBAT : Size=1440, Index=answers
    Key  : Lower : Value                : Upper : Fixed : Stale : Domain
     320 :  -5.6 : 0.040942094875021026 :   5.6 : False : False :  Reals
     321 :  -5.6 :  0.04095350026737585 :   5.6 : False : False :  Reals
     322 :  -5.6 : 0.010144682517664346 :   5.6 : False : False :  Reals
     323 :  -5.6 : 0.010145351287351903 :   5.6 : False : False :  Reals
     324 :  -5.6 : 0.010146020215662714 :   5.6 : False : False :  Reals
     325 :  -5.6 :  0.01014668930265138 :   5.6 : False : False :  Reals
     326 :  -5.6 : 0.010147358548372476 :   5.6 : False : False :  Reals
     327 :  -5.6 : 0.010148027952880612 :   5.6 : False : False :  Reals
     328 :  -5.6 : 0.010148697516230442 :   5.6 : False : False :  Reals
     329 :  -5.6 : 0.010149367238476635 :   5.6 : False : False :  Reals
     330 :  -5.6 :  0.01015003711967391 :   5.6 : False : False :  Reals
     331 :  -5.6 : 0.010150707159876956 :   5.6 : False : False :  Reals
     332 :  -5.6 : 0.010151377359140524 :   5.6 : False : False :  Reals
     333 :  -5.6 : 0.010152047717519415 :   5.6 : False : False :  Reals
     334 :  -5.6 :  0.01015271823506847 :   5.6 : False : False :  Reals
     335 :  -5.6 : 0.010153388911842389 :   5.6 : False : False :  Reals
     336 :  -5.6 : 0.010154059747896108 :   5.6 : False : False :  Reals
     337 :  -5.6 : 0.010154730743284514 :   5.6 : False : False :  Reals
     338 :  -5.6 : 0.010155401898062527 :   5.6 : False : False :  Reals
     339 :  -5.6 : 0.010156073212284988 :   5.6 : False : False :  Reals
     340 :  -5.6 :  0.01015674468600695 :   5.6 : False : False :  Reals
     341 :  -5.6 :  0.01015741631928337 :   5.6 : False : False :  Reals
     342 :  -5.6 : 0.010158088112169237 :   5.6 : False : False :  Reals
     343 :  -5.6 : 0.010158760064719597 :   5.6 : False : False :  Reals
     344 :  -5.6 :  0.01015943217698952 :   5.6 : False : False :  Reals
     345 :  -5.6 : 0.010160104449034167 :   5.6 : False : False :  Reals
     346 :  -5.6 : 0.010160776880908407 :   5.6 : False : False :  Reals
     347 :  -5.6 : 0.010161449472667627 :   5.6 : False : False :  Reals
     348 :  -5.6 : 0.010162122224366917 :   5.6 : False : False :  Reals
     349 :  -5.6 : 0.010162795136061498 :   5.6 : False : False :  Reals
     350 :  -5.6 : 0.010163468207806474 :   5.6 : False : False :  Reals
     351 :  -5.6 : 0.010164141439657225 :   5.6 : False : False :  Reals
     352 :  -5.6 : 0.010164814831668983 :   5.6 : False : False :  Reals
     353 :  -5.6 : 0.010165488383896998 :   5.6 : False : False :  Reals
     354 :  -5.6 : 0.010166162096396635 :   5.6 : False : False :  Reals
     355 :  -5.6 : 0.010166835969223255 :   5.6 : False : False :  Reals
     356 :  -5.6 : 0.010167510002432208 :   5.6 : False : False :  Reals
     357 :  -5.6 :   0.0101681841960789 :   5.6 : False : False :  Reals
     358 :  -5.6 : 0.010168858550218767 :   5.6 : False : False :  Reals
     359 :  -5.6 : 0.010169533064907324 :   5.6 : False : False :  Reals
     360 :  -5.6 : 0.010170207740199904 :   5.6 : False : False :  Reals
     361 :  -5.6 : 0.010170882576152139 :   5.6 : False : False :  Reals
     362 :  -5.6 :  0.04142584759447153 :   5.6 : False : False :  Reals
     363 :  -5.6 :  0.04143748412536565 :   5.6 : False : False :  Reals
     364 :  -5.6 :  0.04144913233170244 :   5.6 : False : False :  Reals
     365 :  -5.6 :  0.04146079223055408 :   5.6 : False : False :  Reals
     366 :  -5.6 :  0.04147246383902716 :   5.6 : False : False :  Reals
     367 :  -5.6 :  0.04148414717426231 :   5.6 : False : False :  Reals
     368 :  -5.6 :  0.04149584225343478 :   5.6 : False : False :  Reals
     369 :  -5.6 :  0.04150754909375319 :   5.6 : False : False :  Reals
     370 :  -5.6 : 0.041519267712462435 :   5.6 : False : False :  Reals
     371 :  -5.6 :  0.04153099812684021 :   5.6 : False : False :  Reals
     372 :  -5.6 : 0.041542740354200254 :   5.6 : False : False :  Reals
